document,document_id,source,location,doc_relation,notes,url,content,admin_url
T-S Misc.27.4.26 (PGPID 1377),1377,"Ashtor, History of the Jews in Egypt and Syria under the Rule of the Mamlūks‎ (in Hebrew) (1970), vol. 3.","Doc. #25, p. 44",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/5673/change/
T-S NS J254 (PGPID 1418),1418,"Ashtor, History of the Jews in Egypt and Syria under the Rule of the Mamlūks‎ (in Hebrew) (1970), vol. 3.","Doc. #27, p. 47",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/6053/change/
Bodl. MS heb. d 66/117 (PGPID 563),563,"Ashtor, History of the Jews in Egypt and Syria under the Rule of the Mamlūks‎ (in Hebrew) (1970), vol. 3.","Doc. #29, p. 49",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/6483/change/
T-S 13J4.13 (PGPID 1143),1143,"Ashtor, History of the Jews in Egypt and Syria under the Rule of the Mamlūks‎ (in Hebrew) (1970), vol. 3.","Doc. #34, pp. 60-61",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/6484/change/
T-S NS J201 (PGPID 1415),1415,"Ashtor, History of the Jews in Egypt and Syria under the Rule of the Mamlūks‎ (in Hebrew) (1970), vol. 3.","Doc. #46, p. 80",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/6033/change/
T-S 13J6.28 (PGPID 1177),1177,"Ashtor, History of the Jews in Egypt and Syria under the Rule of the Mamlūks‎ (in Hebrew) (1970), vol. 3.","Doc. #47, p. 81",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/3615/change/
T-S 13J24.4 (PGPID 1068),1068,"Ashtor, History of the Jews in Egypt and Syria under the Rule of the Mamlūks‎ (in Hebrew) (1970), vol. 3.","Doc. #48, pp. 82-83",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/6489/change/
T-S 16.296 (PGPID 1731),1731,"Ashtor, History of the Jews in Egypt and Syria under the Rule of the Mamlūks‎ (in Hebrew) (1970), vol. 3.","Doc. #49, pp.84-85",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/3844/change/
T-S NS 264.7 (PGPID 1453),1453,"Ashtor, History of the Jews in Egypt and Syria under the Rule of the Mamlūks‎ (in Hebrew) (1970), vol. 3.","Doc. #50, p. 87",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/5827/change/
CUL Or.1080 J208 (PGPID 2265),2265,"Ashtor, History of the Jews in Egypt and Syria under the Rule of the Mamlūks‎ (in Hebrew) (1970), vol. 3.","Doc. #51, p. 88",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/709/change/
T-S 12.573 (PGPID 1681),1681,"Ashtor, History of the Jews in Egypt and Syria under the Rule of the Mamlūks‎ (in Hebrew) (1970), vol. 3.","Doc. #52, pp. 89-90",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/2905/change/
T-S K15.62 (PGPID 1335),1335,"Ashtor, History of the Jews in Egypt and Syria under the Rule of the Mamlūks‎ (in Hebrew) (1970), vol. 3.","Doc. #55, p. 94",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/5540/change/
BL OR 10587.2 (PGPID 495),495,"Ashtor, History of the Jews in Egypt and Syria under the Rule of the Mamlūks‎ (in Hebrew) (1970), vol. 3.","Doc. #56, pp. 95-96",Edition,With minor emendations by Alan Elbaum (2020).,,None,https://geniza.princeton.edu/admin/footnotes/footnote/42/change/
DK 232.5 (alt: XXVII) (PGPID 636),636,"Ashtor, History of the Jews in Egypt and Syria under the Rule of the Mamlūks‎ (in Hebrew) (1970), vol. 3.","Doc. #57, pp.98-99",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/849/change/
T-S 16.287 (PGPID 4452),4452,"Ashtor, History of the Jews in Egypt and Syria under the Rule of the Mamlūks‎ (in Hebrew) (1970), vol. 3.","Doc. #59, pp. 101-102",Edition,"rev. Alan Elbaum, 11/2019",,None,https://geniza.princeton.edu/admin/footnotes/footnote/3835/change/
Bodl. MS heb. d 66/70 (PGPID 582),582,"Ashtor, History of the Jews in Egypt and Syria under the Rule of the Mamlūks‎ (in Hebrew) (1970), vol. 3.","Doc. #60, pp. 105-106",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/409/change/
T-S 8.195 + T-S Ar.50.43 (PGPID 1834),1834,"Ashtor, History of the Jews in Egypt and Syria under the Rule of the Mamlūks‎ (in Hebrew) (1970), vol. 3.","Doc. #61, pp. 108-109",Edition,Corrected by comparison with photocopy of MS (MRC),,None,https://geniza.princeton.edu/admin/footnotes/footnote/6487/change/
T-S 12.815 (PGPID 1699),1699,"Ashtor, History of the Jews in Egypt and Syria under the Rule of the Mamlūks‎ (in Hebrew) (1970), vol. 3.","Doc. #62, pp. 109-110",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/2975/change/
T-S 20.101 (PGPID 1769),1769,"Ashtor, History of the Jews in Egypt and Syria under the Rule of the Mamlūks‎ (in Hebrew) (1970), vol. 3.","Doc. #63, pp.110-111",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/4000/change/
T-S 13J4.16 (PGPID 1147),1147,"Ashtor, History of the Jews in Egypt and Syria under the Rule of the Mamlūks‎ (in Hebrew) (1970), vol. 3.","Doc. #64, pp. 112-113",Edition,"Corrected according to Goitein's typed transcription, hand transcription and photocopy of MS (ZF)",,None,https://geniza.princeton.edu/admin/footnotes/footnote/6485/change/
T-S Misc.28.71 (PGPID 1385),1385,"Ashtor, History of the Jews in Egypt and Syria under the Rule of the Mamlūks‎ (in Hebrew) (1970), vol. 3.","Doc. #66, pp. 119-120",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/5705/change/
T-S Misc.8.3 (PGPID 1399),1399,"Ashtor, History of the Jews in Egypt and Syria under the Rule of the Mamlūks‎ (in Hebrew) (1970), vol. 3.","Doc. #68, pp. 121-122",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/5750/change/
T-S 13J26.7 (PGPID 1086),1086,"Ashtor, History of the Jews in Egypt and Syria under the Rule of the Mamlūks‎ (in Hebrew) (1970), vol. 3.","Doc. #69, pp. 123-124",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/3452/change/
AIU VII.D.81 (PGPID 447),447,"Ashtor, History of the Jews in Egypt and Syria under the Rule of the Mamlūks‎ (in Hebrew) (1970), vol. 3.","Doc. #70, pp. 125-126",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/11/change/
T-S 20.149 (PGPID 1781),1781,"Ashtor, History of the Jews in Egypt and Syria under the Rule of the Mamlūks‎ (in Hebrew) (1970), vol. 3.","Doc. #71, pp. 127-130",Edition,Corrected in comparison with Goitein's typed transcription and with photocopy of MS (ZF). With minor emendations by Alan Elbaum (2020),,None,https://geniza.princeton.edu/admin/footnotes/footnote/6486/change/
BL OR 10578N.1 (PGPID 494),494,"Ashtor, History of the Jews in Egypt and Syria under the Rule of the Mamlūks‎ (in Hebrew) (1970), vol. 3.","Doc. #72, pp.133-136",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/38/change/
T-S NS J205 (PGPID 1416),1416,"Ashtor, History of the Jews in Egypt and Syria under the Rule of the Mamlūks‎ (in Hebrew) (1970), vol. 3.","Doc. #73, pp. 139-140",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/6035/change/
BL OR 5549.3 + BL OR 5549.4 (PGPID 461),461,"Ashtor, History of the Jews in Egypt and Syria under the Rule of the Mamlūks‎ (in Hebrew) (1970), vol. 3.","Doc. 1, p. 1",Edition,"misidentified by Ashtor as BL Or 5549, fol. 3",,None,https://geniza.princeton.edu/admin/footnotes/footnote/92/change/
CUL Or.1081 J32 (PGPID 2286),2286,"Ashtor, History of the Jews in Egypt and Syria under the Rule of the Mamlūks‎ (in Hebrew) (1970), vol. 3.","Doc. 12, p. 15",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/806/change/
T-S Ar.54.66 (PGPID 1276),1276,"Ashtor, History of the Jews in Egypt and Syria under the Rule of the Mamlūks‎ (in Hebrew) (1970), vol. 3.","Doc.#30, pp. 49-50",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/5225/change/
T-S 16.216 (PGPID 1718),1718,"Ashtor, History of the Jews in Egypt and Syria under the Rule of the Mamlūks‎ (in Hebrew) (1970), vol. 3.","Doc.#65, pp.115-117",Edition,with emendations by Alan Elbaum (05/2022),,None,https://geniza.princeton.edu/admin/footnotes/footnote/3774/change/
AIU VII.E.145 (PGPID 449),449,"Ashtor, History of the Jews in Egypt and Syria under the Rule of the Mamlūks‎ (in Hebrew) (1970), vol. 3.","Doc.15, p. 22",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/15/change/
T-S NS J297b + T-S NS J297a (PGPID 26405),26405,"Ashtor, History of the Jews in Egypt and Syria under the Rule of the Mamlūks‎ (in Hebrew) (1970), vol. 3.",pp. 55-60,Edition ; Translation ; Discussion,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/6736/change/
T-S NS J52 (PGPID 4340),4340,"Ashtor, History of the Jews in Egypt and Syria under the Rule of the Mamlūks‎ (in Hebrew) (1970), vol. 3.",pp. 63–65,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/6191/change/
T-S 12.406 (PGPID 19963),19963,"Ashtor, History of the Jews in Egypt and Syria under the Rule of the Mamlūks‎ (in Hebrew) (1970), vol. 3.",pp. 78–9,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/2834/change/
T-S NS J205 (PGPID 4661),4661,"Ashtor, History of the Jews in Egypt and Syria under the Rule of the Mamlūks‎ (in Hebrew) (1970), vol. 3.",pp. 139-40,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/6034/change/
T-S NS J108b + T-S NS J108a (PGPID 1404),1404,"Ashtor, History of the Jews in Egypt and Syria under the Rule of the Mamlūks‎ (in Hebrew) (1970), vol. 3.",pp.16-19,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/5983/change/
T-S 12.512 (PGPID 3175),3175,"Bernard R. Goldstein and David Pingree, ""Horoscopes from the Cairo Geniza,"" Journal of Near Eastern Studies 36, no. 2 (1977).",pp. 120-125,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/2882/change/
L-G Misc. 39 (PGPID 9006),9006,"Alexander Scheiber, ""Igrot kabtsanim min ha-geniza‎"" (in Hebrew), in Hagut ʻIvrit be-Eropah‎ (1969).",pp. 274–75,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/6316/change/
T-S 13G1 (PGPID 5883),5883,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#001,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/2993/change/
T-S NS 298.6 + ENA 4012.1 + BL OR 5552.4–4a (PGPID 6078),6078,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#002,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/5837/change/
T-S 8G7.1 (PGPID 5943),5943,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#003,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/4298/change/
T-S 8J36.4 (PGPID 3816),3816,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 3.",#3,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/4800/change/
T-S NS 308.122 (PGPID 6079),6079,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#004,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/5845/change/
T-S 6Ja1 + Halper 332 + Bodl. MS heb. f 56/83 (PGPID 5728),5728,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#005,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/1631/change/
Bodl. MS heb. f 56/83 (PGPID 5642),5642,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#006,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/577/change/
Bodl. MS heb. b 3/16 (PGPID 2518),2518,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.",#6,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/222/change/
Bodl. MS heb. f 56/82 (PGPID 5641),5641,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#006,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/576/change/
T-S 6Ja1 (PGPID 5941),5941,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#007,Edition,"Transcription listed in FGP, awaiting digitization on PGP",,None,https://geniza.princeton.edu/admin/footnotes/footnote/4241/change/
L-G Bib.VI.38 + Bodl. MS heb. c 13/22 (PGPID 9537),9537,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#008,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/249/change/
Bodl. MS heb. c 13/22 + L-G Bib.VI.38 (PGPID 5740),5740,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#008,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/1789/change/
T-S NS 298.27 (PGPID 6077),6077,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#009,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/5836/change/
T-S NS 309.10 (PGPID 6080),6080,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#010,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/5846/change/
T-S Misc.10.252 (PGPID 6049),6049,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#011,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/5630/change/
T-S Misc.35.48 + T-S Ar.48.121 (PGPID 6067),6067,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#012,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/5726/change/
T-S Misc.35.48 + T-S Ar.48.121 (PGPID 3903),3903,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#012,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/5176/change/
Bodl. MS heb. f 34/39 + Bodl. MS heb. f 34/40 + Bodl. MS heb. f 34/41 + Bodl. MS heb. f 34/42 + Bodl. MS heb. f 34/43 + Bodl. MS heb. f 34/44 (PGPID 5626),5626,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#013,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/544/change/
"Moss. VIII,479.9 (PGPID 5795)",5795,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#014,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/2015/change/
Bodl. MS heb. b 12/25 (PGPID 5591),5591,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#015,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/207/change/
T-S 16.6 (PGPID 5303),5303,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.","#16, pp.57-59",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/3888/change/
T-S 8J20.3 (PGPID 5953),5953,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#017,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/4569/change/
T-S 12.851 (PGPID 5882),5882,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#018,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/2984/change/
DK 184 (PGPID 5666),5666,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#019,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/831/change/
T-S 16.3 (PGPID 1732),1732,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.","#20, pp.66-69",Edition,Transcribed here in comparison with manuscript,,None,https://geniza.princeton.edu/admin/footnotes/footnote/6643/change/
T-S AS 148.49 (PGPID 6024),6024,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#021,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/5363/change/
ENA 2808.8 (PGPID 5690),5690,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#022,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/1156/change/
T-S 12.370 (PGPID 3144),3144,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.","#22, pp. 70-71",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/2797/change/
T-S 10J1 (PGPID 5804),5804,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#023,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/2080/change/
T-S 28.24 (PGPID 5935),5935,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#024,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/4126/change/
T-S 13J25.5 (PGPID 5899),5899,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#025,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/3425/change/
T-S AS 146.279 (PGPID 6017),6017,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#026,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/5284/change/
ENA 4009.15 (PGPID 753),753,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.","#027, pp.82-83",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/1211/change/
T-S 10J25.8 + AIU VII.E.23 + T-S 16.95 (PGPID 5821),5821,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#028,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/2411/change/
T-S 16.95 + T-S 10J25.8 + AIU VII.E.23 (PGPID 5563),5563,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#028,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/22/change/
T-S 16.95 (PGPID 4096),4096,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#028,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/3909/change/
Bodl. MS heb. c 28/49 (PGPID 5605),5605,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#029,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/281/change/
BL OR 5561B.9 + Bodl. MS heb. e 44/80 + Bodl. MS heb. e 44/81 + T-S Misc.36.207 + BL OR 5561B.10 (PGPID 5575),5575,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#030,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/108/change/
T-S Misc.36.203 (PGPID 1395),1395,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.","#31, pp.103-104",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/5738/change/
T-S NS 169.11 (PGPID 1446),1446,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.","#32, pp.104-106",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/5767/change/
"Moss. IV,6 (PGPID 5768)",5768,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#034,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/1894/change/
T-S 18J3.18 (PGPID 5922),5922,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#035,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/3970/change/
T-S 16.62 (PGPID 1743),1743,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.","#36, pp.110-111",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/3890/change/
T-S 10G5.8 + T-S 20.100 (PGPID 5803),5803,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#037,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/2078/change/
T-S 20.100 + T-S 10G5.8 (PGPID 5925),5925,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.","#037, pp. 111-114",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/3999/change/
T-S 12.829 (PGPID 5880),5880,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#038,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/2980/change/
T-S 10J27.10 (PGPID 5822),5822,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#039,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/2416/change/
"T-S NS 324.112 + Moss. VII,157 (PGPID 4276)",4276,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#040,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/5929/change/
"Moss. Ia,5 (PGPID 5748)",5748,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#041,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/1838/change/
"Moss. Ia,15 (PGPID 9552)",9552,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#042,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/1826/change/
T-S 16.318 (PGPID 1737),1737,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.","#43, pp.129-131",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/3859/change/
T-S 12.77 (PGPID 5875),5875,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#044,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/2961/change/
"Moss. III,206B + Moss. III,206A (PGPID 9555)",9555,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#045,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/1877/change/
"Moss. III,206A + Moss. III,206B (PGPID 9556)",9556,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#045,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/1878/change/
T-S AS 148.147 (PGPID 6023),6023,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#046,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/5351/change/
T-S 8J39.9 (PGPID 5980),5980,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#048,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/4840/change/
T-S 10J9.15 (PGPID 3078),3078,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#049,Edition,includes verso not transcribed here,,None,https://geniza.princeton.edu/admin/footnotes/footnote/2572/change/
ENA 2742.5 (PGPID 5682),5682,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#050,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/1047/change/
Bodl. MS heb. f 34/45 + Bodl. MS heb. f 34/44 + Bodl. MS heb. f 34/46 (PGPID 5632),5632,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#051,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/551/change/
ENA 4050.1 (PGPID 5700),5700,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#052,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/1341/change/
T-S 12.733 + T-S 12.99 (PGPID 5874),5874,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#054,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/2958/change/
T-S 12.99 + T-S 12.733 (PGPID 1700),1700,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#054,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/2992/change/
"Moss. IV,15.1 (PGPID 5762)",5762,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#055,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/1882/change/
T-S Misc.36.169 (PGPID 6068),6068,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#056,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/5736/change/
T-S Misc.36.L.2 (PGPID 31674),31674,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.","#057, p. 157",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/5740/change/
T-S 1* (PGPID 4074),4074,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.","#058, pp. 158-161",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/2077/change/
BL OR 5552.2a (PGPID 19205),19205,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.","#59, pp.162-163",Edition,"Transcription listed on FGP, awaiting digitization on PGP.",,None,https://geniza.princeton.edu/admin/footnotes/footnote/96/change/
"Moss. VII,190 (PGPID 5781)",5781,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#060,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/1980/change/
"Moss. IV,5 (PGPID 5767)",5767,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#061,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/1891/change/
ENA NS 17.9 (PGPID 5708),5708,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#062,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/1390/change/
"Moss. Ia,8 (PGPID 889)",889,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#063,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/1841/change/
T-S 18J1.5 (PGPID 3522),3522,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#064,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/3943/change/
T-S Misc.35.4 (PGPID 1390),1390,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.","#65,  pp.172-180",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/5721/change/
DK M12 (PGPID 5673),5673,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 2.",#066,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/873/change/
